Tags,Platform,Avatar,Channel Name,Username,Channel Url,Location,Subscribers Count,Video count,Description,joined,Views,Email,3 Latest Videos Url,3 Latest Videos Title,3 Latest videos image
Entertainment,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqPbwWDW3dYZ04HfdWRuJ45WMVr-FrY0vy859bcW5w=s176-c-k-c0x00ffffff-no-rj,Daily Dose Of Internet,@DailyDoseOfInternet,https://www.youtube.com/channel/UCdC0An4ZPNr_YiFiYoVbwaw/about,United States,15.4M subscribers,565,"Description
Welcome to your Daily Dose of Internet where I search for the best trending videos, or videos people have forgotten about, and put them all in one video. I always ask for permission to share videos that I find!

-------------------------------------------------------------------------------------------------------------

If YOU film a video and think it is good enough to be featured on Daily Dose Of Internet, you can submit videos to me using the link below.

Only send in videos that you personally filmed. If you are not 18, you can have a parent or guardian sign for you.

https://www.thedailydoseofinternet.com/

------------------------------------

Business Inquires: Hit me up on my social media. I can't give out email due to spam.

------------------------------------",15-Jul-15,"5,791,128,679 views",,"['https://www.youtube.com/watch?v=HXL5npG5yGQ', 'https://www.youtube.com/watch?v=UJPP4368So4', None]","[""Grandpa Wasn't Ready for It by Daily Dose Of Internet 1 day ago 3 minutes, 18 seconds 3,274,004 views"", ""Police Can't Stop Self-Driving Car by Daily Dose Of Internet 5 days ago 3 minutes, 40 seconds 4,563,992 views"", 'Please Stop Microwaving Eggs by Daily Dose Of Internet 8 days ago 3 minutes, 21 seconds 5,108,385 views']","['https://i.ytimg.com/vi/HXL5npG5yGQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDG6VWdnRSwmAXicB06Ff49llmAmw', 'https://i.ytimg.com/vi/UJPP4368So4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC3_XgMnRf84uVptm-fyuqxXs0dSg', 'https://i.ytimg.com/vi/2I3zVgTNTQk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAma1qWdtox8DLT1drsI8LNU0JrDQ']"
Music,Youtube,https://yt3.googleusercontent.com/rk8m9TLF5CV370Mar2Pf-zvD97hdZUQp7rmtyEEc03pATz65pyT67sBR4W_6tkFV1lIdm1qCxw=s176-c-k-c0x00ffffff-no-rj,KanyeWestVEVO,@KanyeWestVEVO,https://www.youtube.com/channel/UChpJbg7zMbi5jx9Gdjaxa9g/about,United States,,115,"Description
Kanye West on Vevo - Official Music Videos, Live Performances, Interviews and more...",12-May-09,"4,412,371,365 views",,"['https://www.youtube.com/watch?v=401hZy6Hipw', 'https://www.youtube.com/watch?v=VRJiK-kdDb4', None]","['Kanye West - Life Of The Party by KanyeWestVEVO 11 months ago 2 minutes, 40 seconds 7,732,287 views', 'Kanye West - Hurricane by KanyeWestVEVO 1 year ago 4 minutes, 12 seconds 12,276,188 views', 'Kanye West - Heaven and Hell by KanyeWestVEVO 1 year ago 2 minutes, 39 seconds 10,772,210 views']","['https://i.ytimg.com/vi/401hZy6Hipw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCPp72ogCKvn1LVaJXJNW6B0Yp_Iw', 'https://i.ytimg.com/vi/VRJiK-kdDb4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCmF_gkKCtJFJXjXTMk5qcjNteuaw', 'https://i.ytimg.com/vi/XKWcAsT8Sqc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDgbm7jxfl2WPKu72xbsbTk4XPq7g']"
Comedy,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqNsaaJwYK_HZHnRu-1bbnlJ-6AJFHJw_hwEqANciA=s176-c-k-c0x00ffffff-no-rj,Tana Mongeau,@tanamongeauiscancelled,https://www.youtube.com/channel/UClWD8su9Sk6GzZDwy9zs3_w/about,United States,5.39M subscribers,321,"Description
Hi I°Øm Tana Mongeau, I°Øm a struggling demonetized influencer. Check out my story times, music videos and other videos on my channel. BUY MY MERCH: https://goo.gl/ab6zL6",1-May-15,"918,479,658 views",,"['https://www.youtube.com/watch?v=9pIWB7lKB5Q', 'https://www.youtube.com/watch?v=Lcn_yA1RbF4', None]","['Logan FINALLY told me his thoughts on our fake wedding... by Tana Mongeau 2 weeks ago 22 minutes 448,477 views', '$30,000 designer haul (my shopping problem is BAD) by Tana Mongeau 3 weeks ago 30 minutes 483,900 views', 'EXPOSING THE DOWNFALL OF THE CANCELLED PODCAST | Bootleg Hot Ones by Tana Mongeau 1 month ago 19 minutes 480,747 views']","['https://i.ytimg.com/vi/9pIWB7lKB5Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAq5rsYs8Bl3nU7Jc_6cr7VhbgsjQ', 'https://i.ytimg.com/vi/Lcn_yA1RbF4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCyaYei0KXpJoV8pc39HHwCBxZj2A', 'https://i.ytimg.com/vi/sLuxnNyI938/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAFUSC8XwuvezQlPU9twPAfKj6BYA']"
Science & Technology,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqMB_ya0TyQTwFR0SnxRmzwCEWYQ4WdCjT3VE1WVcQ=s176-c-k-c0x00ffffff-no-rj,TheBackyardScientist,@TheBackyardScientist,https://www.youtube.com/channel/UC06E4Y_-ybJgBUMtXx8uNNw/about,United States,5.59M subscribers,179,"Description
Aloha YouTubers, I am The Backyard Scientist!

I like to make videos on all the crazy stuff I do. From exploding arrows, to making instruments, molten aluminum to science/chemistry experiments - I do it so you don't have to! I'm always thinking of more stuff to do, if you have an idea, id love to hear it!",2-Apr-13,"766,045,989 views",,"['https://www.youtube.com/watch?v=SXeeRgEY2UE', 'https://www.youtube.com/watch?v=zEVPgnLbguI']","['Laser Cleaner Lifehacks by TheBackyardScientist 2 months ago 11 minutes, 9 seconds 3,361,499 views', '400mph Rocket Knife by TheBackyardScientist 4 months ago 13 minutes, 15 seconds 6,453,395 views', 'This is why potato cannons are dangerous. by TheBackyardScientist 9 months ago 8 minutes, 46 seconds 2,870,846 views']","['https://i.ytimg.com/vi/SXeeRgEY2UE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLApK_blaeVs2yhw5KvC9jjLlSLe2g', 'https://i.ytimg.com/vi/zEVPgnLbguI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC3nJ6hwkDxFlAiUOC-eV_9NDsQ1w', 'https://i.ytimg.com/vi/KqstP9ics2A/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDVZZlVTFL7efQbJtoHmdgpkZgozg']"
Music,Youtube,https://yt3.googleusercontent.com/dutJ6jFKt6AiSHupB2eQFO-2OfPTjtq_g6v5jawRcjYLYUm4625MDITYCdK7k_lnPx3HidrPfQ=s176-c-k-c0x00ffffff-no-rj,KarolGVEVO,@KarolGVEVO,https://www.youtube.com/channel/UCz9yS18zJGQObwUL_K-ICnw/about,United States,,82,,12-Jan-16,"14,707,798,825 views",,"['https://www.youtube.com/watch?v=6GtsbsF-Jl8', 'https://www.youtube.com/watch?v=1VmDP-gwgic', None]","['KAROL G - Tus Gafitas (Live on Saturday Night Live) by KarolGVEVO 8 days ago 3 minutes, 9 seconds 820,077 views', 'KAROL G - Mientras Me Curo Del Cora (Live on Saturday Night Live) by KarolGVEVO 8 days ago 3 minutes, 13 seconds 1,975,547 views', 'KAROL G - Mientras Me Curo Del Cora (Official Video) by KarolGVEVO 1 month ago 3 minutes, 1 second 89,274,964 views']","['https://i.ytimg.com/vi/6GtsbsF-Jl8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCM1EfdZqcNtlf1QCJS81Lefh8uvQ', 'https://i.ytimg.com/vi/1VmDP-gwgic/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAqrrlrM4kDPWjqmPmJRDuNbtSPfA', 'https://i.ytimg.com/vi/37wmW9kYAlQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAOqiayZ8qLuXmLH5sh8F91uJgBuQ']"
Comedy,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqPag-FAkwATV6QAlx73CFMeBJuPUTWwqlmeW0bWlg=s176-c-k-c0x00ffffff-no-rj,twaimz,@twaimz,https://www.youtube.com/channel/UCzzbaQY1nPim5yroAjtXRTw/about,,4.44M subscribers,87,"Description
hey :) my name is issa, aka twaimz :))
twaimzofficial@gmail.com",7-Aug-13,"361,807,608 views",,"['https://www.youtube.com/watch?v=zMYHbur_s4Q', 'https://www.youtube.com/watch?v=4FtrS05rXVA', None]","['I WAS ATTACKED IN PUBLIC by twaimz 12 days ago 10 minutes, 5 seconds 430,838 views', 'IF YOU LAUGH, YOU LOSE by twaimz 1 month ago 10 minutes, 53 seconds 1,114,487 views', 'ME AND MY DAD HAVE RETURNED by twaimz 2 months ago 14 minutes, 24 seconds 335,114 views']","['https://i.ytimg.com/vi/zMYHbur_s4Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAFDQC031q37m4Cjfi754n8SCQOSQ', 'https://i.ytimg.com/vi/4FtrS05rXVA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB8ymV4FFNXe5-k7JgfP64wtd3wdA', 'https://i.ytimg.com/vi/SHBu_MMTXC4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBZFEs7fB8jI-0U0HiTxoJfdhBFQg']"
Science & Technology,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqMFF-Tx5oTE5-C_C-8OzAEM0hIATPgzL0td7g=s176-c-k-c0x00ffffff-no-rj,ExpertVillage Leaf Group,@expertvillage,https://www.youtube.com/channel/UCQlGBspQdj17WOPBQMT1k9A/about,United States,3.6M subscribers,256K,"Description
Enjoy Expert Village videos?  Every detail counts when you're learning-- clear picture quality videos, so you dont miss the essential information.  Check out the HD quality videos our friends at eHow.com have on their YouTube channel.  More eHow HD videos coming soon!",6-Apr-06,"1,041,052,009 views",,"['https://www.youtube.com/watch?v=FgVYxeWuIGM', 'https://www.youtube.com/watch?v=oo5wnGSu-TI', None]","['How to Clean Stains in Carpet by ExpertVillage Leaf Group 2 years ago 2 minutes, 19 seconds 208,582 views', 'What Are the Planets in Order From Shortest Period of Revolution to Longest? by ExpertVillage Leaf Group 2 years ago 2 minutes, 10 seconds 36,872 views', 'How to Cover Up Skin Discolorations by ExpertVillage Leaf Group 2 years ago 2 minutes, 47 seconds 19,186 views']","['https://i.ytimg.com/vi/FgVYxeWuIGM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB3IuR2W4SLYa86trvWd944j_GAbg', 'https://i.ytimg.com/vi/oo5wnGSu-TI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCIrrKK3WaBmRNRHDiq0X0eksiywA', 'https://i.ytimg.com/vi/U3pp_0p_cGg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB5SR0ou2qGVqeliyQ-JLu4ku6B1w']"
Film and Animation,Youtube,https://yt3.googleusercontent.com/eY2_hVi5ltfgsCZi8dgYQSatyMTkZMPTjgJ8IMPd3V0n7G1p7Gw5nFLnND9_N43c-bskykx4vw=s176-c-k-c0x00ffffff-no-rj,Les' Copaque Production,@lescopaque,https://www.youtube.com/channel/UCR1c65UsjpaVgcLKa7eM1tg/about,Malaysia,17.3M subscribers,1.6K,"Description
Les°Ø Copaque Production Sdn. Bhd. is a Malaysian animation production company that produces the popular 3D-animated TV series °ÆUpin & Ipin°Ø among several others including °ÆPada Zaman Dahulu°Ø, °ÆPuteri°Ø, and °ÆDaDuDiDo°Ø. Their most recent major production is their second full-length animated film °ÆUpin & Ipin: Keris Siamang Tunggal°Ø, the only film in Malaysia to be listed for a nomination at the Oscars.",9-Nov-09,"8,766,125,718 views",,"['https://www.youtube.com/watch?v=2Pd6zdl-il4', 'https://www.youtube.com/watch?v=A1niSYEoZt4', None]","[""Upin & Ipin Musim 17 - Irama Raya (Full Song Episode) by Les' Copaque Production 4 days ago 7 minutes, 50 seconds 1,946,193 views"", ""Upin & Ipin Musim 17 - Irama Raya (Teaser) by Les' Copaque Production 6 days ago 4 minutes, 1 second 2,373,288 views"", ""Upin & Ipin - Salam Aidilfitri Yang Mulia (Upin & Ipin Musim 17) by Les' Copaque Production 7 days ago 1 minute, 55 seconds 201,134 views""]","['https://i.ytimg.com/vi/2Pd6zdl-il4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAH5uACEP5s1ZgOYftZbIDfgzfrpg', 'https://i.ytimg.com/vi/A1niSYEoZt4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD9nwfdLFzTZZSJLBp31KA_OQNxtA', 'https://i.ytimg.com/vi/wSDaiWNa4b8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCBIjk3zJhBgn0lut08UrxfBfDQsg']"
Entertainment,Youtube,https://yt3.googleusercontent.com/2vPmkSToQLaVleOyUILA3W11kOxPG309rdnGYOPNPpFrxpLuHpxSGZ1Vet9-ZH3uvyyQps0_=s176-c-k-c0x00ffffff-no-rj,Funformi,@funformi,https://www.youtube.com/channel/UCZOnSuO8tWFXLp8a828lgtA/about,Australia,3.6M subscribers,228,"Description
Fun stuff",20-Apr-14,"2,383,630,461 views",,"['https://www.youtube.com/watch?v=rh7DckLq39M', 'https://www.youtube.com/watch?v=pxMXNPqwNBY', None]","['Fidgets ASMR by Funformi 1 year ago 20 minutes 17,685 views', 'Toy unboxing Fortnite, Pikmi Pop, Lost kitties, Roblox, Smooshy Mushy, Barbie by Funformi 3 years ago 12 minutes, 40 seconds 178,017 views', 'Unboxing Minnie Mouse surprise toys Barbie Spirit Lion King Toy Story 4 Rainbocorns by Funformi 3 years ago 14 minutes, 40 seconds 271,068 views']","['https://i.ytimg.com/vi/rh7DckLq39M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDKi7GNPq9nuHLiilZYpWdwJ5cG4Q', 'https://i.ytimg.com/vi/pxMXNPqwNBY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBufgmFe58bChNaP1pD7unMIM7i3g', 'https://i.ytimg.com/vi/tNyA_cFjeLA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDuZkgcQiMM6roYw6z1eHwVeHtvuw']"
Entertainment,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqPnwgyyKO5-jsPTOgpyz2sMDqQolIPGO155ZJj1=s176-c-k-c0x00ffffff-no-rj,Dance India Dance,@danceindiadance,https://www.youtube.com/channel/UCyU0H_poeSOraMD2y9Vku6A/about,India,9.75M subscribers,5.2K,"Description
#dance #danceindiadance #dancer #did #raghav #dharmesh #zeetv #danceshow #realityshow #littlemaster #remo #mithunda",27-Jan-09,"4,599,167,480 views",,"['https://www.youtube.com/watch?v=vvmaqsvlfxE', 'https://www.youtube.com/watch?v=z0KvmDbTO9Q', None]","['DID Season 1 - Dance Audition - EP- 14 - Zee Tv by Dance India Dance 6 months ago 4 minutes, 32 seconds 103,463 views', ""DID L'il Masters Season 3 - Episode 26 - May 25, 2014 - Sachin - Performance by Dance India Dance 6 months ago 5 minutes, 18 seconds 120,159 views"", 'Dance India Dance | Season 02 | Full Episode - 08 by Dance India Dance 6 months ago 1 hour, 4 minutes 7,289 views']","['https://i.ytimg.com/vi/vvmaqsvlfxE/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBjgWAAuADigIMCAAQARhyIEcoQTAP&rs=AOn4CLBApm_6bBcB5RfSEBwHUMK5Et5Xvg', 'https://i.ytimg.com/vi/z0KvmDbTO9Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA9edJxUryVcE6n6l-U-kYVLtdI9w', 'https://i.ytimg.com/vi/z6lOoaHrs5o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCwcpcfwuR7WCi89sclz1SHXznq-w']"
Music,Youtube,https://yt3.googleusercontent.com/YjZu219ofIp1yVWLvmXqZBwZe6Cni-UGhDFqvRI6GyN8b0QNgcXNVGiWgay34etzyQE-h8xg=s176-c-k-c0x00ffffff-no-rj,Lahari Music - TSeries,@laharimusicindia,https://www.youtube.com/channel/UCnSqxrSfo1sK4WZ7nBpYW1Q/about,India,16.3M subscribers,8.6K,,21-Nov-11,"11,663,732,257 views",,"['https://www.youtube.com/watch?v=O_-OKv-MqeM', 'https://www.youtube.com/watch?v=hIOdfVIsmmM', None]","['Minimun song Promo| Mem Famous | Sumanth Prabhas | Rahul Sipligunj | Chai Bisket Films |Lahari Films by Lahari Music - TSeries 2 hours ago 19 seconds 2,527 views', 'Wild Saala Video Song [4K]| Agent | Akhil Akkineni | Urvashi Rautela|Surender Reddy|Bheems Ceciroleo by Lahari Music - TSeries 1 day ago 1 minute, 35 seconds 2,453,309 views', 'JIL JIL Video Song | #Jetty Tamil | Nandita Swetha | VAIKOM VIJAYALAKSHMI | Karthik Kodakandla by Lahari Music - TSeries 7 days ago 4 minutes, 50 seconds 10,423 views']","['https://i.ytimg.com/vi/O_-OKv-MqeM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBeLNYJlA5vKIgZk-d5hWp9MPCAWg', 'https://i.ytimg.com/vi/hIOdfVIsmmM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCn1D3bcNiyVoeH6-6TwlNsTaz3Iw', 'https://i.ytimg.com/vi/4QkrX8Y31U8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBjg22BGPSeIT-MmaFxZHPCEnhlTw']"
Entertainment,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqPPVYWk1m72CJwVttPPsU0GNXIP336LqTd00hLJLg=s176-c-k-c0x00ffffff-no-rj,Viki Show,@VikiShow,https://www.youtube.com/channel/UCnm_vYgguleXm0FL4F2vejg/about,Russia,10.8M subscribers,687,,16-Feb-16,"4,985,969,257 views",,"['https://www.youtube.com/watch?v=XQWLUecCIUE', 'https://www.youtube.com/watch?v=_1hdDdp1MJM', None]","['ßØßµ ß¶ß§ß∞ ßøß¥ß∞ß¥ ß•ßµß¢ß°ß™ * ßÆß‡ß⁄ ß±ß‡ß‹ßÂß·ß‹ß⁄ * ß£ ß‘ß‡ß„ß‰ßÒßÁ ßÁß‡ß‚ß‡ßÍß‡, ß— ß’ß‡ßﬁß— ß›ßÂßÈßÍß÷ * ß£ß›ß‡ß‘ / ß£ß⁄ß‹ß⁄ ß∫ß‡ßÂ by Viki Show 3 days ago 28 minutes 920,458 views', 'ß©ß°ß±ß≤ß¶ß¥ß™ß≠ß™ ß≥ßØß™ßÆß°ß¥ßæ ß” ß•ßÂß“ß—ß⁄ * ß±ß‚ß‡ß“ßÂß÷ßﬁ ß¶ß•ßµ ß‚ß—ßŸßﬂßÌßÁ ß„ß‰ß‚ß—ßﬂ ßﬁß⁄ß‚ß— / ß£ß⁄ß‹ß⁄ ß∫ß‡ßÂ by Viki Show 5 days ago 32 minutes 866,202 views', 'ßÆß—ßﬁß— ß∞ß‰ß‡ßﬁß„ß‰ß⁄ß›ß— * ß±ß‚ß—ßﬂß‹ ß£ß™ß¨ß™ * ß•ß÷ß›ß—ß ß£ß≥ßß ßØß—ß‡ß“ß‡ß‚ß‡ß‰ ß” ß•ßÂß“ß—ß⁄ / ß£ß⁄ß‹ß⁄ ß∫ß‡ßÂ by Viki Show 10 days ago 19 minutes 1,076,883 views']","['https://i.ytimg.com/vi/XQWLUecCIUE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBJ8x8VsIAPZwoHKZRFbzu1IGNVOg', 'https://i.ytimg.com/vi/_1hdDdp1MJM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCteYSTQ_xK7QMB-MerrIwbHcwTaA', 'https://i.ytimg.com/vi/X8I0wY-a_L8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB5fgrlN7C6aHdc9Q0XNf6gDq5aUQ']"
Music,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqMIhnFg409FxOgx8-W4K7cy0ztRzqy1eCM4rQFxSA=s176-c-k-c0x00ffffff-no-rj,YandelVEVO,@YandelVEVO,https://www.youtube.com/channel/UCJgPnkjLwGgbzfbaeJvBlVQ/about,,,101,"Description
Yandel en Vevo ®C Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos m®¢s...",12-May-09,"3,130,325,218 views",,"['https://www.youtube.com/watch?v=8ohsZBxqDVE', 'https://www.youtube.com/watch?v=iuHEJidIT4U', None]","['Yandel, Sebasti®¢n Yatra, Manuel Turizo - En Cero (Remix) ft. Wisin, Farruko by YandelVEVO 3 years ago 4 minutes, 57 seconds 10,981,960 views', 'Yandel, Sebasti®¢n Yatra, Manuel Turizo - En Cero by YandelVEVO 3 years ago 4 minutes 140,912,857 views', 'Yandel - Te Amare by YandelVEVO 4 years ago 4 minutes, 1 second 1,262,704 views']","['https://i.ytimg.com/vi/8ohsZBxqDVE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDG7hfqjZK9K9cluI9IyEvIisIufA', 'https://i.ytimg.com/vi/iuHEJidIT4U/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBHxuj4jI8YTIJRGfe-0vJ8ema4dg', 'https://i.ytimg.com/vi/dAWSNvnIOUo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCCzm61ezNNKiUjdNt-VHHOZKxRkg']"
Comedy,Youtube,https://yt3.googleusercontent.com/ksNjURAzb_SZQIYnkO5eUX7km6ZKr1VzuB6KgpPLHOUTXgFhsv7m1cmppr-8QrU6GCdErwiQ9uQ=s176-c-k-c0x00ffffff-no-rj,Room Factory,@RoomFactoryy,https://www.youtube.com/channel/UCovLyuOCfHLOPP8Jwc3aZoA/about,Ukraine,4.66M subscribers,443,"Description
Twitch - https://www.twitch.tv/starosvitskiym
Instagram - https://www.instagram.com/room.factory
Telegram - https://t.me/starosvitskiy2
TikTok - https://www.tiktok.com/@roomfactory",29-Dec-09,"1,444,617,795 views",,"['https://www.youtube.com/watch?v=wAzEtxfuaZ0', 'https://www.youtube.com/watch?v=H97N236A_5E', 'https://www.youtube.com/watch?v=i4BRDEJJkgw']","['ß¨ß∞ß≤ß∞ßπß¶ ß§ß∞ß£ß∞ß≤ß¡, ßÆßΩ ß≥ß¥ß≤ß™ßÆß¶ß≤ßΩ / ß±ß∞ß≥ß≠ß¶ß•ßØß¶ß¶ ß£ß™ß•ß¶ß∞ ßØß° ß¨ß°ßØß°ß≠ß¶? by Room Factory 9 months ago 12 minutes, 29 seconds 2,066,525 views', 'ß¨ß∞ß≤ß∞ßπß¶ ß§ß∞ß£ß∞ß≤ß¡, ß¨ß°ß¨ ß±ß≤ß∞ß∫ßßß≠ ßÆß∞ß´ ßØß∞ß£ßΩß´ ß§ß∞ß• by Room Factory 1 year ago 9 minutes, 3 seconds 2,474,241 views', 'ß¨ß∞ß≤ß∞ßπß¶ ß§ß∞ß£ß∞ß≤ß¡, ROOM FACTORY REWIND / ß≠ßµßπß∫ß™ß¶ ß≥ß¶ß≤ß™ß™ 2015-2021 / ß≥ß±ß°ß≥ß™ß¢ß∞ ß©ß° ß•ß¶ß¥ß≥ß¥ß£ß∞ by Room Factory 1 year ago 8 hours, 31 minutes 1,865,846 views']","['https://i.ytimg.com/vi/wAzEtxfuaZ0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCTaUY-QNALtesVqw67RLUUSQ01Zw', 'https://i.ytimg.com/vi/H97N236A_5E/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB1BACkTzNjw9vlwCx3KWpIB3Tr2Q', 'https://i.ytimg.com/vi/i4BRDEJJkgw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAg8xIlGGZIwj3gPTwYfuw84gz1RA']"
